eval,score,512,1024,2048,ave_time_per_step
max_tile_heuristic,1132,0,0,0,0.007094287270335035
max_tile_heuristic,1324,0,0,0,0.007122838858741888
max_tile_heuristic,1436,0,0,0,0.007154515590810743
max_tile_heuristic,1464,0,0,0,0.007215129150139107
max_tile_heuristic,1776,0,0,0,0.007188761965164926
max_tile_heuristic,2216,0,0,0,0.0071511348185618814
max_tile_heuristic,2828,0,0,0,0.0071253365547545595
max_tile_heuristic,3216,0,0,0,0.0070238274603796605
max_tile_heuristic,2732,0,0,0,0.007042463728639637
max_tile_heuristic,3092,0,0,0,0.007025896356269149
max_tile_heuristic,2572,0,0,0,0.007020260656353089
max_tile_heuristic,2308,0,0,0,0.007017477044234559
max_tile_heuristic,1580,0,0,0,0.007018157675503111
max_tile_heuristic,3164,0,0,0,0.007013961642004459
max_tile_heuristic,1444,0,0,0,0.007036256280910884
max_tile_heuristic,2520,0,0,0,0.007024572118710331
max_tile_heuristic,1568,0,0,0,0.0070344641158767585
max_tile_heuristic,832,0,0,0,0.007046195036121483
max_tile_heuristic,1428,0,0,0,0.00706309025007321
max_tile_heuristic,3152,0,0,0,0.007069392975656815
max_tile_heuristic,1252,0,0,0,0.007097274795374979
max_tile_heuristic,2444,0,0,0,0.007098617739446136
max_tile_heuristic,2256,0,0,0,0.0071044740486304785
max_tile_heuristic,1400,0,0,0,0.007116531854628171
max_tile_heuristic,2348,0,0,0,0.007130380417664444
max_tile_heuristic,1440,0,0,0,0.007131045369182841
max_tile_heuristic,1364,0,0,0,0.0071303967465604625
max_tile_heuristic,2280,0,0,0,0.007128977056710702
max_tile_heuristic,1404,0,0,0,0.007142958667125683
max_tile_heuristic,1512,0,0,0,0.007131949428565591
corner_heuristic,1436,0,0,0,0.008879060330598251
corner_heuristic,1388,0,0,0,0.009151591573442731
corner_heuristic,3892,0,0,0,0.00824717406568856
corner_heuristic,1504,0,0,0,0.008235540103782248
corner_heuristic,1200,0,0,0,0.00843282419944478
corner_heuristic,1044,0,0,0,0.008466490502220123
corner_heuristic,1452,0,0,0,0.008481702847140176
corner_heuristic,2132,0,0,0,0.008410406810123247
corner_heuristic,1064,0,0,0,0.008367817413564993
corner_heuristic,1400,0,0,0,0.00835402079990932
corner_heuristic,1236,0,0,0,0.008412864769206328
corner_heuristic,3200,0,0,0,0.008301000294799184
corner_heuristic,1744,0,0,0,0.008293407024767694
corner_heuristic,2504,0,0,0,0.008184847404133042
corner_heuristic,1968,0,0,0,0.00817811145820091
corner_heuristic,1056,0,0,0,0.008272385642298678
corner_heuristic,3224,0,0,0,0.00820249480612282
corner_heuristic,1180,0,0,0,0.008204897179479784
corner_heuristic,1436,0,0,0,0.00817089423009573
corner_heuristic,1580,0,0,0,0.008235255616842956
corner_heuristic,1424,0,0,0,0.008232403277670606
corner_heuristic,2416,0,0,0,0.00818647241068691
corner_heuristic,876,0,0,0,0.008196425394454206
corner_heuristic,2412,0,0,0,0.008225873882983422
corner_heuristic,1356,0,0,0,0.008269189249717026
corner_heuristic,3012,0,0,0,0.008221084930051453
corner_heuristic,2568,0,0,0,0.008197080721866461
corner_heuristic,1272,0,0,0,0.008191852677272285
corner_heuristic,1348,0,0,0,0.008208382398562324
corner_heuristic,1548,0,0,0,0.008172841129329256
corner_heuristic,1584,0,0,0,0.00816108038644341
corner_heuristic,1312,0,0,0,0.008180384171778942
corner_heuristic,2392,0,0,0,0.008164237600213335
corner_heuristic,1312,0,0,0,0.008166546288064307
corner_heuristic,2844,0,0,0,0.008129564559820926
corner_heuristic,1276,0,0,0,0.008134042259264024
corner_heuristic,1352,0,0,0,0.008138834126053936
corner_heuristic,2568,0,0,0,0.008145502047442351
corner_heuristic,1496,0,0,0,0.008162345616609824
corner_heuristic,2536,0,0,0,0.008165521380160908
corner_heuristic,3044,0,0,0,0.00814088053512248
corner_heuristic,3256,0,0,0,0.008135837772750176
corner_heuristic,1440,0,0,0,0.008137033661398526
corner_heuristic,1368,0,0,0,0.008145459126766926
corner_heuristic,2868,0,0,0,0.008116270310283698
corner_heuristic,1604,0,0,0,0.008124823765720627
corner_heuristic,2972,0,0,0,0.008107538725872467
corner_heuristic,880,0,0,0,0.008109758296408762
corner_heuristic,1068,0,0,0,0.008115783547434087
corner_heuristic,1808,0,0,0,0.008109599614885315
corner2_heuristic,1064,0,0,0,0.007202990593448762
corner2_heuristic,2936,0,0,0,0.006933817598554823
corner2_heuristic,1700,0,0,0,0.007271261089490183
corner2_heuristic,1580,0,0,0,0.007241894317561371
corner2_heuristic,1032,0,0,0,0.007622977833688995
corner2_heuristic,3152,0,0,0,0.007559856297474316
corner2_heuristic,1084,0,0,0,0.007695177370696481
corner2_heuristic,3044,0,0,0,0.007630725521659187
corner2_heuristic,1556,0,0,0,0.007649975462366166
corner2_heuristic,1272,0,0,0,0.0076899066782135095
corner2_heuristic,2816,0,0,0,0.007673026710961329
corner2_heuristic,1336,0,0,0,0.0076988553615027185
corner2_heuristic,1448,0,0,0,0.007706256149928904
corner2_heuristic,1800,0,0,0,0.007696816397636675
corner2_heuristic,3836,0,0,0,0.007652074642028364
corner2_heuristic,2376,0,0,0,0.007724450925817312
corner2_heuristic,1784,0,0,0,0.007741899370840705
corner2_heuristic,888,0,0,0,0.007824920645411711
corner2_heuristic,1552,0,0,0,0.007888740076974965
corner2_heuristic,1252,0,0,0,0.00788890282403648
corner2_heuristic,2472,0,0,0,0.007891674177950522
corner2_heuristic,3300,0,0,0,0.00784059528370963
corner2_heuristic,700,0,0,0,0.007855434382576907
corner2_heuristic,1496,0,0,0,0.007828563536352556
corner2_heuristic,1256,0,0,0,0.007820298124048372
corner2_heuristic,2420,0,0,0,0.007824193366563465
corner2_heuristic,1432,0,0,0,0.007809851578318181
corner2_heuristic,2352,0,0,0,0.007842660749668369
corner2_heuristic,3352,0,0,0,0.007838476842141683
corner2_heuristic,2496,0,0,0,0.007872911559308762
corner2_heuristic,992,0,0,0,0.007892705907011119
corner2_heuristic,1384,0,0,0,0.00790906780383458
corner2_heuristic,2192,0,0,0,0.007899692333380975
corner2_heuristic,2392,0,0,0,0.00788540178374269
corner2_heuristic,3196,0,0,0,0.007894953035787952
corner2_heuristic,896,0,0,0,0.00789229316758528
corner2_heuristic,1376,0,0,0,0.007897414734974
corner2_heuristic,3504,0,0,0,0.007873846581242131
corner2_heuristic,1404,0,0,0,0.007902594950924014
corner2_heuristic,2492,0,0,0,0.00789281561340853
corner2_heuristic,1616,0,0,0,0.007904140631957301
corner2_heuristic,2252,0,0,0,0.007930591952900927
corner2_heuristic,764,0,0,0,0.007950642473339417
corner2_heuristic,3256,0,0,0,0.007945463027763128
corner2_heuristic,4012,0,0,0,0.007900468970153875
corner2_heuristic,916,0,0,0,0.007920551158554123
corner2_heuristic,2388,0,0,0,0.00789842379182905
corner2_heuristic,1412,0,0,0,0.00789927757720044
corner2_heuristic,3232,0,0,0,0.00786447659367001
corner2_heuristic,2392,0,0,0,0.007864051778463046
unique_heuristic,544,0,0,0,0.007093036496961439
unique_heuristic,1248,0,0,0,0.005943993125299011
unique_heuristic,340,0,0,0,0.006202765213426694
unique_heuristic,744,0,0,0,0.006034596306937081
unique_heuristic,248,0,0,0,0.00615061104297638
unique_heuristic,588,0,0,0,0.0060995169200343214
unique_heuristic,864,0,0,0,0.0060392131324575726
unique_heuristic,284,0,0,0,0.006266679030198318
unique_heuristic,476,0,0,0,0.006420694685912066
unique_heuristic,684,0,0,0,0.006395978681275765
unique_heuristic,124,0,0,0,0.006536949074493264
unique_heuristic,508,0,0,0,0.00651867710328671
unique_heuristic,248,0,0,0,0.00664819022755564
unique_heuristic,1040,0,0,0,0.0065655157271889255
unique_heuristic,608,0,0,0,0.006584040011168546
unique_heuristic,328,0,0,0,0.006641280748010651
unique_heuristic,156,0,0,0,0.006717819975904821
unique_heuristic,292,0,0,0,0.006856661922526809
unique_heuristic,444,0,0,0,0.006829256659844302
unique_heuristic,516,0,0,0,0.006877894634785859
unique_heuristic,224,0,0,0,0.006914399372721944
unique_heuristic,396,0,0,0,0.007028804901719544
unique_heuristic,608,0,0,0,0.007033783493819103
unique_heuristic,444,0,0,0,0.00702111977417624
unique_heuristic,592,0,0,0,0.006969331252430663
unique_heuristic,212,0,0,0,0.006997469409357952
unique_heuristic,432,0,0,0,0.007005698178425308
unique_heuristic,768,0,0,0,0.006934295180974487
unique_heuristic,304,0,0,0,0.006980115862225643
unique_heuristic,348,0,0,0,0.006984551895496457
unique_heuristic,536,0,0,0,0.0069818970539587
unique_heuristic,256,0,0,0,0.007039900031637317
unique_heuristic,248,0,0,0,0.007051680211363168
unique_heuristic,236,0,0,0,0.007077337869960313
unique_heuristic,240,0,0,0,0.007099101449003314
unique_heuristic,524,0,0,0,0.00709793658438092
unique_heuristic,572,0,0,0,0.007108732728636417
unique_heuristic,724,0,0,0,0.007074629908146771
unique_heuristic,864,0,0,0,0.007079962258026979
unique_heuristic,232,0,0,0,0.007081588474662165
unique_heuristic,516,0,0,0,0.007072426779516812
unique_heuristic,556,0,0,0,0.007025655740693707
unique_heuristic,376,0,0,0,0.007035822714730989
unique_heuristic,196,0,0,0,0.0070511189563628885
unique_heuristic,704,0,0,0,0.007022774298161858
unique_heuristic,116,0,0,0,0.0070603223628126245
unique_heuristic,284,0,0,0,0.007071926921050288
unique_heuristic,352,0,0,0,0.007110816958998947
unique_heuristic,592,0,0,0,0.007084411885196766
unique_heuristic,716,0,0,0,0.007043820223804212
empty_heuristic,7076,1,0,0,0.006858744260479823
empty_heuristic,7084,1,0,0,0.00693593231886164
empty_heuristic,6372,1,0,0,0.007131714793652849
empty_heuristic,5476,1,0,0,0.007107530130902659
empty_heuristic,12368,2,1,0,0.006946576552094798
empty_heuristic,5732,1,0,0,0.006976589366722238
empty_heuristic,7180,1,0,0,0.006986244331161146
empty_heuristic,6904,1,0,0,0.006982586740218487
empty_heuristic,12272,2,1,0,0.006942276370874076
empty_heuristic,7252,1,0,0,0.006943360294541244
empty_heuristic,6456,1,0,0,0.006967199786228879
empty_heuristic,14292,3,1,0,0.0069040144109568675
empty_heuristic,6860,1,0,0,0.006971058428784866
empty_heuristic,6724,1,0,0,0.006991866854696102
empty_heuristic,7032,1,0,0,0.006994879508685808
empty_heuristic,3160,0,0,0,0.007018205678153657
empty_heuristic,7156,1,0,0,0.007055221173861063
empty_heuristic,10440,2,1,0,0.007060914787284115
empty_heuristic,14404,3,1,0,0.007006925373811357
empty_heuristic,11948,2,1,0,0.006985394582355265
empty_heuristic,6936,1,0,0,0.007002870574099117
empty_heuristic,7256,1,0,0,0.007004810118223837
empty_heuristic,3200,0,0,0,0.0070250235471004336
empty_heuristic,7300,1,0,0,0.0070069332012026656
empty_heuristic,6996,1,0,0,0.0070042715786386685
empty_heuristic,11924,2,1,0,0.007006251070656117
empty_heuristic,14744,3,1,0,0.006984097983069731
empty_heuristic,11536,2,1,0,0.006974073051696074
empty_heuristic,6768,1,0,0,0.0069906594237947916
empty_heuristic,15572,3,1,0,0.006951379333252553
empty_heuristic,12132,2,1,0,0.0069214030025503475
empty_heuristic,3056,0,0,0,0.006937015343696699
empty_heuristic,6316,1,0,0,0.006957823928101153
empty_heuristic,11344,2,1,0,0.006962129012998086
empty_heuristic,14420,3,1,0,0.006947404657601633
empty_heuristic,12024,2,1,0,0.006944616013706509
empty_heuristic,7096,1,0,0,0.0069545251025164845
empty_heuristic,7512,1,0,0,0.006947283606916656
empty_heuristic,12112,2,1,0,0.006945552303360465
empty_heuristic,7056,1,0,0,0.00694038553429884
empty_heuristic,6608,1,0,0,0.006943560045457689
empty_heuristic,10724,2,1,0,0.0069452106906711455
empty_heuristic,5260,1,0,0,0.00695367140484685
empty_heuristic,3356,0,0,0,0.006964353666322247
empty_heuristic,6116,1,0,0,0.00697042805986664
empty_heuristic,6628,1,0,0,0.006971839044421748
empty_heuristic,15652,3,1,0,0.0069443323060948275
empty_heuristic,3144,0,0,0,0.006955512548033799
empty_heuristic,7004,1,0,0,0.006956151979278018
empty_heuristic,10688,2,1,0,0.006963742375725698
smoothness_heuristic,3308,0,0,0,0.009335301705260776
smoothness_heuristic,6344,1,0,0,0.008864814616002175
smoothness_heuristic,6828,1,0,0,0.008645981266875666
smoothness_heuristic,2356,0,0,0,0.008789401388696199
smoothness_heuristic,6768,1,0,0,0.008726187380014268
smoothness_heuristic,5308,1,0,0,0.008724675000783654
smoothness_heuristic,3440,0,0,0,0.008772234444494372
smoothness_heuristic,15444,3,1,0,0.008600831421951708
smoothness_heuristic,6300,1,0,0,0.008586313191759983
smoothness_heuristic,7144,1,0,0,0.008552983277751756
smoothness_heuristic,3048,0,0,0,0.00861544169447682
smoothness_heuristic,6860,1,0,0,0.008576513268240132
smoothness_heuristic,6420,1,0,0,0.008598872919822455
smoothness_heuristic,7012,1,0,0,0.008585885916342283
smoothness_heuristic,6924,1,0,0,0.008612239925622716
smoothness_heuristic,3332,0,0,0,0.008628955984696148
smoothness_heuristic,5860,1,0,0,0.008638645171038184
smoothness_heuristic,2644,0,0,0,0.008680611603342525
smoothness_heuristic,2688,0,0,0,0.008701536813863727
smoothness_heuristic,6304,1,0,0,0.008706397938096959
smoothness_heuristic,5348,1,0,0,0.008735896592252159
smoothness_heuristic,7068,1,0,0,0.00872567516245685
smoothness_heuristic,6768,1,0,0,0.008698515535949112
smoothness_heuristic,3248,0,0,0,0.008725665281597782
smoothness_heuristic,6984,1,0,0,0.00871149606455129
smoothness_heuristic,5212,1,0,0,0.008714183208522082
smoothness_heuristic,6328,1,0,0,0.008739706418699764
smoothness_heuristic,6324,1,0,0,0.008745929609201659
smoothness_heuristic,3464,0,0,0,0.008752027724872633
smoothness_heuristic,1324,0,0,0,0.008760910584534374
smoothness_heuristic,3136,0,0,0,0.008776013040365818
smoothness_heuristic,11844,2,1,0,0.008719725781634052
smoothness_heuristic,6872,1,0,0,0.008716454924828188
smoothness_heuristic,1580,0,0,0,0.008725660434667614
smoothness_heuristic,5592,1,0,0,0.008735512784126275
smoothness_heuristic,7100,1,0,0,0.008733428229490295
smoothness_heuristic,1428,0,0,0,0.008745949100440657
smoothness_heuristic,5472,1,0,0,0.008736111299286224
smoothness_heuristic,6988,1,0,0,0.008696212181843717
smoothness_heuristic,6356,1,0,0,0.00868352485516921
smoothness_heuristic,7040,1,0,0,0.008669705030929167
smoothness_heuristic,5268,1,0,0,0.00867069824478774
smoothness_heuristic,3108,0,0,0,0.008679083259513123
smoothness_heuristic,2272,0,0,0,0.00869879682546347
smoothness_heuristic,7332,1,0,0,0.008689661902302652
smoothness_heuristic,5304,1,0,0,0.00867110608279786
smoothness_heuristic,6752,1,0,0,0.00867526358353176
smoothness_heuristic,6916,1,0,0,0.008673362166873094
smoothness_heuristic,7112,1,0,0,0.008657181569788449
smoothness_heuristic,6664,1,0,0,0.008653419795501207
monotonicity_heuristic,340,0,0,0,0.017564825216929116
monotonicity_heuristic,348,0,0,0,0.016288524916192062
monotonicity_heuristic,492,0,0,0,0.01604389892053352
monotonicity_heuristic,1436,0,0,0,0.01424692243425028
monotonicity_heuristic,572,0,0,0,0.014541468358551973
monotonicity_heuristic,588,0,0,0,0.014552648433906114
monotonicity_heuristic,316,0,0,0,0.014684834932385276
monotonicity_heuristic,536,0,0,0,0.014642486407321954
monotonicity_heuristic,216,0,0,0,0.014967780752280323
monotonicity_heuristic,692,0,0,0,0.015225846789071842
monotonicity_heuristic,828,0,0,0,0.015207153627242165
monotonicity_heuristic,1468,0,0,0,0.014863107187962132
monotonicity_heuristic,372,0,0,0,0.01507714305131716
monotonicity_heuristic,540,0,0,0,0.015126959249287097
monotonicity_heuristic,1100,0,0,0,0.014997826931523342
monotonicity_heuristic,332,0,0,0,0.01508270646288017
monotonicity_heuristic,536,0,0,0,0.015120858399469233
monotonicity_heuristic,1008,0,0,0,0.014923823614107984
monotonicity_heuristic,1032,0,0,0,0.014943245424909522
monotonicity_heuristic,604,0,0,0,0.0149437974342164
monotonicity_heuristic,504,0,0,0,0.014942126300747835
monotonicity_heuristic,540,0,0,0,0.014920416722029208
monotonicity_heuristic,516,0,0,0,0.015008633284224677
monotonicity_heuristic,1520,0,0,0,0.014812072383538457
monotonicity_heuristic,1248,0,0,0,0.014641789873013787
monotonicity_heuristic,484,0,0,0,0.014680456320100555
monotonicity_heuristic,1036,0,0,0,0.014530108055725854
monotonicity_heuristic,1584,0,0,0,0.014222095921145648
monotonicity_heuristic,340,0,0,0,0.014283456333643547
monotonicity_heuristic,572,0,0,0,0.014266859688012588
monotonicity_heuristic,496,0,0,0,0.014270311011407608
monotonicity_heuristic,1116,0,0,0,0.014293325725699618
monotonicity_heuristic,252,0,0,0,0.014346759572393432
monotonicity_heuristic,616,0,0,0,0.014393040855921352
monotonicity_heuristic,1060,0,0,0,0.014320936541335282
monotonicity_heuristic,924,0,0,0,0.01429135895768193
monotonicity_heuristic,764,0,0,0,0.014249921695008848
monotonicity_heuristic,492,0,0,0,0.014287528722550517
monotonicity_heuristic,796,0,0,0,0.014298777572170102
monotonicity_heuristic,656,0,0,0,0.014294118668011068
monotonicity_heuristic,2676,0,0,0,0.014191723405085727
monotonicity_heuristic,620,0,0,0,0.01424247845740847
monotonicity_heuristic,1264,0,0,0,0.014184810120039474
monotonicity_heuristic,728,0,0,0,0.014236440536686677
monotonicity_heuristic,2568,0,0,0,0.01407805752765133
monotonicity_heuristic,280,0,0,0,0.014102853296784476
monotonicity_heuristic,804,0,0,0,0.014080267503442042
monotonicity_heuristic,260,0,0,0,0.014118857433833508
monotonicity_heuristic,552,0,0,0,0.0141118560511211
monotonicity_heuristic,360,0,0,0,0.014160986108638172
monotonicity2_heuristic,1776,0,0,0,0.009385336943662883
monotonicity2_heuristic,1924,0,0,0,0.008831622490116296
monotonicity2_heuristic,3128,0,0,0,0.009148429173394293
monotonicity2_heuristic,3056,0,0,0,0.009411223361946944
monotonicity2_heuristic,1268,0,0,0,0.009448340315066887
monotonicity2_heuristic,1472,0,0,0,0.00957154401969084
monotonicity2_heuristic,1988,0,0,0,0.009549030349032742
monotonicity2_heuristic,2812,0,0,0,0.009523437051492754
monotonicity2_heuristic,4900,1,0,0,0.009277380079277291
monotonicity2_heuristic,1676,0,0,0,0.009252319752152098
monotonicity2_heuristic,1612,0,0,0,0.009229879613713908
monotonicity2_heuristic,1640,0,0,0,0.009238236291067941
monotonicity2_heuristic,3480,0,0,0,0.009158572271015363
monotonicity2_heuristic,2936,0,0,0,0.00910029417677988
monotonicity2_heuristic,3352,0,0,0,0.009139021286239111
monotonicity2_heuristic,1444,0,0,0,0.009167187562430398
monotonicity2_heuristic,864,0,0,0,0.009154466280030988
monotonicity2_heuristic,4796,1,0,0,0.009135853093373265
monotonicity2_heuristic,3248,0,0,0,0.009135266044508207
monotonicity2_heuristic,3156,0,0,0,0.009140543962569093
monotonicity2_heuristic,1168,0,0,0,0.009160905558642959
monotonicity2_heuristic,1612,0,0,0,0.009176547415032951
monotonicity2_heuristic,3504,0,0,0,0.009162978034375716
monotonicity2_heuristic,1544,0,0,0,0.009187878688191842
monotonicity2_heuristic,1872,0,0,0,0.00919562527067134
monotonicity2_heuristic,1412,0,0,0,0.009207069754838468
monotonicity2_heuristic,2080,0,0,0,0.009150912589030205
monotonicity2_heuristic,3236,0,0,0,0.009136282589645066
monotonicity2_heuristic,1512,0,0,0,0.009131813360466265
monotonicity2_heuristic,2008,0,0,0,0.009109221410585826
monotonicity2_heuristic,3616,0,0,0,0.0091034774050765
monotonicity2_heuristic,1664,0,0,0,0.009127561803395606
monotonicity2_heuristic,4876,1,0,0,0.009057212977850136
monotonicity2_heuristic,2668,0,0,0,0.009081570649997027
monotonicity2_heuristic,2416,0,0,0,0.009050363551694866
monotonicity2_heuristic,2792,0,0,0,0.009092756971226386
monotonicity2_heuristic,1076,0,0,0,0.009104341096531044
monotonicity2_heuristic,2640,0,0,0,0.009080312942387536
monotonicity2_heuristic,2436,0,0,0,0.009102829190384541
monotonicity2_heuristic,1696,0,0,0,0.00912791624122641
monotonicity2_heuristic,2184,0,0,0,0.009149025394569556
monotonicity2_heuristic,2860,0,0,0,0.00916463401582506
monotonicity2_heuristic,1780,0,0,0,0.009204899615451921
monotonicity2_heuristic,1468,0,0,0,0.009212423842504104
monotonicity2_heuristic,2604,0,0,0,0.009236970014229583
monotonicity2_heuristic,736,0,0,0,0.009248515668466586
monotonicity2_heuristic,3492,0,0,0,0.00925778226976221
monotonicity2_heuristic,2748,0,0,0,0.009213466801501598
monotonicity2_heuristic,5520,1,0,0,0.009142365057699825
monotonicity2_heuristic,1896,0,0,0,0.009161266043580382
weighted_heuristic,3172,0,0,0,0.013179261108924603
weighted_heuristic,7272,1,0,0,0.013305804875559104
weighted_heuristic,3464,0,0,0,0.013324707916158427
weighted_heuristic,5400,1,0,0,0.013290396263918066
weighted_heuristic,15724,3,1,0,0.013312940119471218
weighted_heuristic,4704,1,0,0,0.013406418277975207
weighted_heuristic,5504,1,0,0,0.013499482949941868
weighted_heuristic,12076,2,1,0,0.013207604596553051
weighted_heuristic,15492,3,1,0,0.013062747076743646
weighted_heuristic,12200,2,1,0,0.013028367655871082
weighted_heuristic,7096,1,0,0,0.013101713052194
weighted_heuristic,11024,2,1,0,0.013118314104027317
weighted_heuristic,6560,1,0,0,0.01316957468252651
weighted_heuristic,3080,0,0,0,0.013208525308185507
weighted_heuristic,7120,1,0,0,0.013158516990173157
weighted_heuristic,7196,1,0,0,0.013187851671408507
weighted_heuristic,5364,1,0,0,0.013247973446549733
weighted_heuristic,2984,0,0,0,0.013255163275110324
weighted_heuristic,2904,0,0,0,0.013306669100304508
