eval,score,512,1024,2048,ave_time_per_step
weighted_heuristic,7228,1,0,0,0.01332774673457905
weighted_heuristic,3060,0,0,0,0.013391141066231365
weighted_heuristic,6932,1,0,0,0.013377265582486876
weighted_heuristic,7048,1,0,0,0.013406727964187378
weighted_heuristic,7296,1,0,0,0.01337570573158727
weighted_heuristic,3136,0,0,0,0.013403126141946796
weighted_heuristic,6940,1,0,0,0.013399404418194776
weighted_heuristic,7004,1,0,0,0.013409881748603162
weighted_heuristic,3028,0,0,0,0.013439136921596392
weighted_heuristic,7016,1,0,0,0.013411913840532847
weighted_heuristic,3308,0,0,0,0.013439564687102588
weighted_heuristic,7096,1,0,0,0.013410289744624793
weighted_heuristic,14508,3,1,0,0.013360626720028024
weighted_heuristic,12048,2,1,0,0.013336945960290583
weighted_heuristic,6256,1,0,0,0.013374594094128127
weighted_heuristic,6852,1,0,0,0.01336409379348956
weighted_heuristic,5456,1,0,0,0.013376510633024745
weighted_heuristic,6896,1,0,0,0.013384573887556027
weighted_heuristic,3144,0,0,0,0.013383390421817822
weighted_heuristic,3172,0,0,0,0.013386215609599999
weighted_heuristic,11400,2,1,0,0.013344570742476167
weighted_heuristic,13648,3,1,0,0.013308688766695023
weighted_heuristic,7144,1,0,0,0.013314862541246994
weighted_heuristic,6904,1,0,0,0.013302163028888052
weighted_heuristic,3088,0,0,0,0.013305755840456355
weighted_heuristic,7200,1,0,0,0.01327369394142514
weighted_heuristic,7272,1,0,0,0.013254983741197659
weighted_heuristic,3200,0,0,0,0.013263527527251323
weighted_heuristic,7064,1,0,0,0.013272590482503418
weighted_heuristic,6996,1,0,0,0.013265956457861246
weighted_heuristic,3360,0,0,0,0.013283548697282188
