agent,eval,depth,score
MiniMaxAgent,score_heuristic,1,3288
MiniMaxAgent,score_heuristic,1,2468
MiniMaxAgent,score_heuristic,1,1492
MiniMaxAgent,score_heuristic,1,1772
MiniMaxAgent,score_heuristic,1,1388
MiniMaxAgent,score_heuristic,1,772
MiniMaxAgent,score_heuristic,1,3504
MiniMaxAgent,score_heuristic,1,1708
MiniMaxAgent,score_heuristic,1,2448
MiniMaxAgent,score_heuristic,1,4924
MiniMaxAgent,score_heuristic,1,2800
MiniMaxAgent,score_heuristic,1,3436
MiniMaxAgent,score_heuristic,1,1352
MiniMaxAgent,score_heuristic,1,3392
MiniMaxAgent,score_heuristic,1,2508
MiniMaxAgent,score_heuristic,1,3228
MiniMaxAgent,score_heuristic,1,3032
MiniMaxAgent,score_heuristic,1,1488
MiniMaxAgent,score_heuristic,1,1856
MiniMaxAgent,score_heuristic,1,3100
MiniMaxAgent,score_heuristic,1,3904
MiniMaxAgent,score_heuristic,1,6108
MiniMaxAgent,score_heuristic,1,3252
MiniMaxAgent,score_heuristic,1,2844
MiniMaxAgent,score_heuristic,1,3064
MiniMaxAgent,score_heuristic,1,2688
MiniMaxAgent,score_heuristic,1,3248
MiniMaxAgent,score_heuristic,1,2324
MiniMaxAgent,score_heuristic,1,5336
MiniMaxAgent,score_heuristic,1,620
MiniMaxAgent,score_heuristic,1,1132
MiniMaxAgent,score_heuristic,1,2736
MiniMaxAgent,score_heuristic,1,3308
MiniMaxAgent,score_heuristic,1,5752
MiniMaxAgent,score_heuristic,1,1584
MiniMaxAgent,score_heuristic,1,1628
MiniMaxAgent,score_heuristic,1,3368
MiniMaxAgent,score_heuristic,1,5728
MiniMaxAgent,score_heuristic,1,1232
MiniMaxAgent,score_heuristic,1,3276
MiniMaxAgent,score_heuristic,1,2472
MiniMaxAgent,score_heuristic,1,3148
MiniMaxAgent,score_heuristic,1,812
MiniMaxAgent,score_heuristic,1,4788
MiniMaxAgent,score_heuristic,1,4148
MiniMaxAgent,score_heuristic,1,1884
MiniMaxAgent,score_heuristic,1,3212
MiniMaxAgent,score_heuristic,1,3876
MiniMaxAgent,score_heuristic,1,2056
MiniMaxAgent,score_heuristic,1,2652
MiniMaxAgent,score_heuristic,1,2964
MiniMaxAgent,score_heuristic,1,3536
MiniMaxAgent,score_heuristic,1,5352
MiniMaxAgent,score_heuristic,1,1168
MiniMaxAgent,score_heuristic,1,3088
MiniMaxAgent,score_heuristic,1,1856
MiniMaxAgent,score_heuristic,1,3000
MiniMaxAgent,score_heuristic,1,3272
MiniMaxAgent,score_heuristic,1,5024
MiniMaxAgent,score_heuristic,1,1724
MiniMaxAgent,score_heuristic,1,1696
MiniMaxAgent,score_heuristic,1,1264
MiniMaxAgent,score_heuristic,1,1520
MiniMaxAgent,score_heuristic,1,1796
MiniMaxAgent,score_heuristic,1,2936
MiniMaxAgent,score_heuristic,2,2936
MiniMaxAgent,score_heuristic,2,3160
MiniMaxAgent,score_heuristic,2,3944
MiniMaxAgent,score_heuristic,2,2184
MiniMaxAgent,score_heuristic,2,3908
MiniMaxAgent,score_heuristic,2,6620
MiniMaxAgent,score_heuristic,2,1504
MiniMaxAgent,score_heuristic,2,2620
MiniMaxAgent,score_heuristic,2,3588
MiniMaxAgent,score_heuristic,2,1752
MiniMaxAgent,score_heuristic,2,1768
MiniMaxAgent,score_heuristic,2,1748
MiniMaxAgent,score_heuristic,2,3396
MiniMaxAgent,score_heuristic,2,1228
MiniMaxAgent,score_heuristic,2,1672
MiniMaxAgent,score_heuristic,2,792
MiniMaxAgent,score_heuristic,2,3756
MiniMaxAgent,score_heuristic,2,2852
MiniMaxAgent,score_heuristic,2,2916
MiniMaxAgent,score_heuristic,2,2600
MiniMaxAgent,score_heuristic,2,2904
MiniMaxAgent,score_heuristic,2,2436
MiniMaxAgent,score_heuristic,2,2316
MiniMaxAgent,score_heuristic,2,2412
MiniMaxAgent,score_heuristic,2,4476
MiniMaxAgent,score_heuristic,2,996
MiniMaxAgent,score_heuristic,2,2872
MiniMaxAgent,score_heuristic,2,1632
MiniMaxAgent,score_heuristic,2,4240
MiniMaxAgent,score_heuristic,2,2432
MiniMaxAgent,score_heuristic,2,1432
MiniMaxAgent,score_heuristic,2,1524
MiniMaxAgent,score_heuristic,2,1508
MiniMaxAgent,score_heuristic,2,3144
MiniMaxAgent,score_heuristic,2,4860
MiniMaxAgent,score_heuristic,2,1592
MiniMaxAgent,score_heuristic,2,3700
MiniMaxAgent,score_heuristic,2,3584
MiniMaxAgent,score_heuristic,2,2616
MiniMaxAgent,score_heuristic,2,3056
MiniMaxAgent,score_heuristic,2,1572
MiniMaxAgent,score_heuristic,2,2544
MiniMaxAgent,score_heuristic,2,4896
MiniMaxAgent,score_heuristic,2,2888
MiniMaxAgent,score_heuristic,2,3364
MiniMaxAgent,score_heuristic,2,1916
MiniMaxAgent,score_heuristic,2,2892
MiniMaxAgent,score_heuristic,2,7092
MiniMaxAgent,score_heuristic,2,1780
MiniMaxAgent,score_heuristic,2,5048
MiniMaxAgent,score_heuristic,2,2216
MiniMaxAgent,score_heuristic,2,1616
MiniMaxAgent,score_heuristic,2,2696
MiniMaxAgent,score_heuristic,2,2336
MiniMaxAgent,score_heuristic,2,1416
MiniMaxAgent,score_heuristic,2,3328
MiniMaxAgent,score_heuristic,2,1640
MiniMaxAgent,score_heuristic,2,3656
MiniMaxAgent,score_heuristic,2,3160
MiniMaxAgent,score_heuristic,2,4640
MiniMaxAgent,score_heuristic,2,6040
MiniMaxAgent,score_heuristic,2,752
MiniMaxAgent,score_heuristic,2,6732
MiniMaxAgent,score_heuristic,2,1120
MiniMaxAgent,score_heuristic,2,2408
MiniMaxAgent,score_heuristic,2,2024
MiniMaxAgent,score_heuristic,2,3284
MiniMaxAgent,score_heuristic,2,2024
MiniMaxAgent,score_heuristic,2,3572
MiniMaxAgent,score_heuristic,2,1284
MiniMaxAgent,score_heuristic,2,2420
MiniMaxAgent,score_heuristic,2,3304
MiniMaxAgent,score_heuristic,2,2980
MiniMaxAgent,score_heuristic,2,1592
MiniMaxAgent,score_heuristic,2,2516
MiniMaxAgent,score_heuristic,2,3876
MiniMaxAgent,score_heuristic,2,2992
MiniMaxAgent,score_heuristic,2,1624
MiniMaxAgent,score_heuristic,2,1320
MiniMaxAgent,score_heuristic,2,1316
MiniMaxAgent,score_heuristic,2,1476
MiniMaxAgent,score_heuristic,2,3108
MiniMaxAgent,score_heuristic,2,4436
MiniMaxAgent,score_heuristic,2,1336
MiniMaxAgent,score_heuristic,2,3612
MiniMaxAgent,score_heuristic,2,3288
MiniMaxAgent,score_heuristic,2,2516
MiniMaxAgent,score_heuristic,2,1396
MiniMaxAgent,score_heuristic,2,1912
MiniMaxAgent,score_heuristic,2,3116
MiniMaxAgent,score_heuristic,2,2776
MiniMaxAgent,score_heuristic,2,2732
MiniMaxAgent,score_heuristic,2,2476
MiniMaxAgent,score_heuristic,2,1708
MiniMaxAgent,score_heuristic,2,1308
MiniMaxAgent,score_heuristic,2,3136
MiniMaxAgent,score_heuristic,2,3020
MiniMaxAgent,score_heuristic,2,1412
MiniMaxAgent,score_heuristic,2,3220
MiniMaxAgent,score_heuristic,2,3172
MiniMaxAgent,score_heuristic,3,1568
MiniMaxAgent,score_heuristic,3,2880
MiniMaxAgent,score_heuristic,3,1908
MiniMaxAgent,score_heuristic,3,1648
MiniMaxAgent,score_heuristic,3,1592
MiniMaxAgent,score_heuristic,3,3088
MiniMaxAgent,score_heuristic,3,3592
MiniMaxAgent,score_heuristic,3,1624
MiniMaxAgent,score_heuristic,3,3180
MiniMaxAgent,score_heuristic,3,3344
MiniMaxAgent,score_heuristic,3,1640
MiniMaxAgent,score_heuristic,3,3236
MiniMaxAgent,score_heuristic,3,1332
MiniMaxAgent,score_heuristic,3,5096
MiniMaxAgent,score_heuristic,3,1332
MiniMaxAgent,score_heuristic,3,2396
MiniMaxAgent,score_heuristic,3,1488
MiniMaxAgent,score_heuristic,3,1628
MiniMaxAgent,score_heuristic,3,1772
MiniMaxAgent,score_heuristic,3,5724
MiniMaxAgent,score_heuristic,3,1740
MiniMaxAgent,score_heuristic,3,1332
MiniMaxAgent,score_heuristic,3,1556
MiniMaxAgent,score_heuristic,3,4712
MiniMaxAgent,score_heuristic,3,1640
MiniMaxAgent,score_heuristic,3,3248
MiniMaxAgent,score_heuristic,3,2744
MiniMaxAgent,score_heuristic,3,2984
MiniMaxAgent,score_heuristic,3,1680
MiniMaxAgent,score_heuristic,3,5484
MiniMaxAgent,score_heuristic,3,2048
MiniMaxAgent,score_heuristic,3,1472
MiniMaxAgent,score_heuristic,3,5380
MiniMaxAgent,score_heuristic,3,1432
MiniMaxAgent,score_heuristic,3,1616
MiniMaxAgent,score_heuristic,3,1056
MiniMaxAgent,score_heuristic,3,2484
MiniMaxAgent,score_heuristic,3,3084
MiniMaxAgent,score_heuristic,3,1384
MiniMaxAgent,score_heuristic,3,4088
MiniMaxAgent,score_heuristic,3,1060
MiniMaxAgent,score_heuristic,3,1488
MiniMaxAgent,score_heuristic,3,3096
MiniMaxAgent,score_heuristic,3,1488
MiniMaxAgent,score_heuristic,3,3076
MiniMaxAgent,score_heuristic,3,2192
MiniMaxAgent,score_heuristic,3,1340
MiniMaxAgent,score_heuristic,3,1644
MiniMaxAgent,score_heuristic,3,2616
MiniMaxAgent,score_heuristic,3,1124
MiniMaxAgent,score_heuristic,3,1188
MiniMaxAgent,score_heuristic,3,1436
MiniMaxAgent,score_heuristic,3,2428
MiniMaxAgent,score_heuristic,3,2748
MiniMaxAgent,score_heuristic,3,3432
MiniMaxAgent,score_heuristic,3,4880
MiniMaxAgent,score_heuristic,3,2684
MiniMaxAgent,score_heuristic,3,1648
MiniMaxAgent,score_heuristic,3,2632
MiniMaxAgent,score_heuristic,3,2320
MiniMaxAgent,score_heuristic,3,3036
MiniMaxAgent,score_heuristic,3,3148
MiniMaxAgent,score_heuristic,3,1440
MiniMaxAgent,score_heuristic,3,2644
MiniMaxAgent,score_heuristic,3,2240
MiniMaxAgent,score_heuristic,3,1252
MiniMaxAgent,score_heuristic,3,3080
MiniMaxAgent,score_heuristic,3,1564
MiniMaxAgent,score_heuristic,3,5348
MiniMaxAgent,score_heuristic,3,2348
MiniMaxAgent,score_heuristic,3,2872
MiniMaxAgent,score_heuristic,3,2532
MiniMaxAgent,score_heuristic,3,3168
MiniMaxAgent,score_heuristic,3,1600
MiniMaxAgent,score_heuristic,3,3092
MiniMaxAgent,score_heuristic,3,5276
MiniMaxAgent,score_heuristic,3,1132
MiniMaxAgent,score_heuristic,3,1960
MiniMaxAgent,score_heuristic,3,3024
MiniMaxAgent,score_heuristic,3,1528
MiniMaxAgent,score_heuristic,3,1480
MiniMaxAgent,score_heuristic,3,2456
MiniMaxAgent,score_heuristic,3,1448
MiniMaxAgent,score_heuristic,3,1472
MiniMaxAgent,score_heuristic,3,2336
MiniMaxAgent,score_heuristic,3,2388
MiniMaxAgent,score_heuristic,3,1300
MiniMaxAgent,score_heuristic,3,1092
MiniMaxAgent,score_heuristic,3,2824
MiniMaxAgent,score_heuristic,3,2948
MiniMaxAgent,score_heuristic,3,2160
MiniMaxAgent,score_heuristic,3,3248
MiniMaxAgent,score_heuristic,3,4660
MiniMaxAgent,score_heuristic,3,2404
MiniMaxAgent,score_heuristic,3,2292
MiniMaxAgent,score_heuristic,3,3276
MiniMaxAgent,score_heuristic,3,3044
MiniMaxAgent,score_heuristic,3,4064
MiniMaxAgent,score_heuristic,3,4084
MiniMaxAgent,score_heuristic,3,3280
MiniMaxAgent,empty_heuristic,1,3688
MiniMaxAgent,empty_heuristic,1,2576
MiniMaxAgent,empty_heuristic,1,3160
MiniMaxAgent,empty_heuristic,1,3352
MiniMaxAgent,empty_heuristic,1,4148
MiniMaxAgent,empty_heuristic,1,2472
MiniMaxAgent,empty_heuristic,1,2168
MiniMaxAgent,empty_heuristic,1,2364
MiniMaxAgent,empty_heuristic,1,1760
MiniMaxAgent,empty_heuristic,1,3160
MiniMaxAgent,empty_heuristic,1,2432
MiniMaxAgent,empty_heuristic,1,1672
MiniMaxAgent,empty_heuristic,1,1536
MiniMaxAgent,empty_heuristic,1,5312
MiniMaxAgent,empty_heuristic,1,2024
MiniMaxAgent,empty_heuristic,1,2464
MiniMaxAgent,empty_heuristic,1,3648
MiniMaxAgent,empty_heuristic,1,3816
MiniMaxAgent,empty_heuristic,1,1624
MiniMaxAgent,empty_heuristic,1,1336
MiniMaxAgent,empty_heuristic,1,3884
MiniMaxAgent,empty_heuristic,1,984
MiniMaxAgent,empty_heuristic,1,4236
MiniMaxAgent,empty_heuristic,1,3948
MiniMaxAgent,empty_heuristic,1,3216
MiniMaxAgent,empty_heuristic,1,6036
MiniMaxAgent,empty_heuristic,1,1788
MiniMaxAgent,empty_heuristic,1,3672
MiniMaxAgent,empty_heuristic,1,2604
MiniMaxAgent,empty_heuristic,1,3504
MiniMaxAgent,empty_heuristic,1,3220
MiniMaxAgent,empty_heuristic,1,2624
MiniMaxAgent,empty_heuristic,1,1420
MiniMaxAgent,empty_heuristic,1,3148
MiniMaxAgent,empty_heuristic,1,4268
MiniMaxAgent,empty_heuristic,1,2884
MiniMaxAgent,empty_heuristic,1,2980
MiniMaxAgent,empty_heuristic,1,3240
MiniMaxAgent,empty_heuristic,1,3108
MiniMaxAgent,empty_heuristic,1,1720
MiniMaxAgent,empty_heuristic,1,4032
MiniMaxAgent,empty_heuristic,1,3072
MiniMaxAgent,empty_heuristic,1,3684
MiniMaxAgent,empty_heuristic,1,3140
MiniMaxAgent,empty_heuristic,1,1148
MiniMaxAgent,empty_heuristic,1,1420
MiniMaxAgent,empty_heuristic,1,3244
MiniMaxAgent,empty_heuristic,1,7444
MiniMaxAgent,empty_heuristic,1,3020
MiniMaxAgent,empty_heuristic,1,2664
MiniMaxAgent,empty_heuristic,1,3040
MiniMaxAgent,empty_heuristic,1,3328
MiniMaxAgent,empty_heuristic,1,1636
MiniMaxAgent,empty_heuristic,1,6264
MiniMaxAgent,empty_heuristic,1,5732
MiniMaxAgent,empty_heuristic,1,3936
MiniMaxAgent,empty_heuristic,1,1888
MiniMaxAgent,empty_heuristic,1,3976
MiniMaxAgent,empty_heuristic,1,5740
MiniMaxAgent,empty_heuristic,1,5088
MiniMaxAgent,empty_heuristic,1,3472
MiniMaxAgent,empty_heuristic,1,7000
MiniMaxAgent,empty_heuristic,1,1728
MiniMaxAgent,empty_heuristic,1,5368
MiniMaxAgent,empty_heuristic,1,6468
MiniMaxAgent,empty_heuristic,1,3864
MiniMaxAgent,empty_heuristic,1,5348
MiniMaxAgent,empty_heuristic,1,3404
MiniMaxAgent,empty_heuristic,1,1608
MiniMaxAgent,empty_heuristic,1,2072
MiniMaxAgent,empty_heuristic,1,2620
MiniMaxAgent,empty_heuristic,1,6024
MiniMaxAgent,empty_heuristic,1,6036
MiniMaxAgent,empty_heuristic,1,1872
MiniMaxAgent,empty_heuristic,1,3032
MiniMaxAgent,empty_heuristic,1,2168
MiniMaxAgent,empty_heuristic,1,2804
MiniMaxAgent,empty_heuristic,1,5164
MiniMaxAgent,empty_heuristic,1,3424
MiniMaxAgent,empty_heuristic,1,2928
MiniMaxAgent,empty_heuristic,1,2664
MiniMaxAgent,empty_heuristic,1,2712
MiniMaxAgent,empty_heuristic,1,1720
MiniMaxAgent,empty_heuristic,1,3332
MiniMaxAgent,empty_heuristic,1,5536
MiniMaxAgent,empty_heuristic,1,2356
MiniMaxAgent,empty_heuristic,1,2272
MiniMaxAgent,empty_heuristic,1,2332
MiniMaxAgent,empty_heuristic,1,1524
MiniMaxAgent,empty_heuristic,1,2380
MiniMaxAgent,empty_heuristic,1,2788
MiniMaxAgent,empty_heuristic,1,5756
MiniMaxAgent,empty_heuristic,1,5556
MiniMaxAgent,empty_heuristic,1,3120
MiniMaxAgent,empty_heuristic,1,2432
MiniMaxAgent,empty_heuristic,1,4000
MiniMaxAgent,empty_heuristic,1,5784
MiniMaxAgent,empty_heuristic,1,1224
MiniMaxAgent,empty_heuristic,1,2836
MiniMaxAgent,empty_heuristic,1,1592
MiniMaxAgent,empty_heuristic,2,2544
MiniMaxAgent,empty_heuristic,2,1308
MiniMaxAgent,empty_heuristic,2,1544
MiniMaxAgent,empty_heuristic,2,2760
MiniMaxAgent,empty_heuristic,2,824
MiniMaxAgent,empty_heuristic,2,3240
MiniMaxAgent,empty_heuristic,2,2840
MiniMaxAgent,empty_heuristic,2,660
MiniMaxAgent,empty_heuristic,2,2912
MiniMaxAgent,empty_heuristic,2,2316
MiniMaxAgent,empty_heuristic,2,3032
MiniMaxAgent,empty_heuristic,2,2932
MiniMaxAgent,empty_heuristic,2,1716
MiniMaxAgent,empty_heuristic,2,6160
MiniMaxAgent,empty_heuristic,2,3224
MiniMaxAgent,empty_heuristic,2,3784
MiniMaxAgent,empty_heuristic,2,4672
MiniMaxAgent,empty_heuristic,2,3284
MiniMaxAgent,empty_heuristic,2,3140
MiniMaxAgent,empty_heuristic,2,5524
MiniMaxAgent,empty_heuristic,2,1852
MiniMaxAgent,empty_heuristic,2,3496
MiniMaxAgent,empty_heuristic,2,1612
MiniMaxAgent,empty_heuristic,2,1716
MiniMaxAgent,empty_heuristic,2,2328
MiniMaxAgent,empty_heuristic,2,1824
MiniMaxAgent,empty_heuristic,2,1608
MiniMaxAgent,empty_heuristic,2,1412
MiniMaxAgent,empty_heuristic,2,1544
MiniMaxAgent,empty_heuristic,2,6636
MiniMaxAgent,empty_heuristic,2,2424
MiniMaxAgent,empty_heuristic,2,1496
MiniMaxAgent,empty_heuristic,2,3424
MiniMaxAgent,empty_heuristic,2,2200
MiniMaxAgent,empty_heuristic,2,2096
MiniMaxAgent,empty_heuristic,2,3468
MiniMaxAgent,empty_heuristic,2,3276
MiniMaxAgent,empty_heuristic,2,3660
MiniMaxAgent,empty_heuristic,2,3452
MiniMaxAgent,empty_heuristic,2,2976
MiniMaxAgent,empty_heuristic,2,3892
MiniMaxAgent,empty_heuristic,2,4524
MiniMaxAgent,empty_heuristic,2,2576
MiniMaxAgent,empty_heuristic,2,3248
MiniMaxAgent,empty_heuristic,2,5280
MiniMaxAgent,empty_heuristic,2,1920
MiniMaxAgent,empty_heuristic,2,2404
MiniMaxAgent,empty_heuristic,2,3180
MiniMaxAgent,empty_heuristic,2,1620
MiniMaxAgent,empty_heuristic,2,1640
MiniMaxAgent,empty_heuristic,2,2632
MiniMaxAgent,empty_heuristic,2,1364
MiniMaxAgent,empty_heuristic,2,4652
MiniMaxAgent,empty_heuristic,2,2900
MiniMaxAgent,empty_heuristic,2,1476
MiniMaxAgent,empty_heuristic,2,2316
MiniMaxAgent,empty_heuristic,2,1932
MiniMaxAgent,empty_heuristic,2,6296
MiniMaxAgent,empty_heuristic,2,3048
MiniMaxAgent,empty_heuristic,2,2092
MiniMaxAgent,empty_heuristic,2,1368
MiniMaxAgent,empty_heuristic,2,684
MiniMaxAgent,empty_heuristic,2,5772
MiniMaxAgent,empty_heuristic,2,3672
MiniMaxAgent,empty_heuristic,2,3488
MiniMaxAgent,empty_heuristic,2,2588
MiniMaxAgent,empty_heuristic,2,4920
MiniMaxAgent,empty_heuristic,2,1824
MiniMaxAgent,empty_heuristic,2,3096
MiniMaxAgent,empty_heuristic,2,1972
MiniMaxAgent,empty_heuristic,2,5660
MiniMaxAgent,empty_heuristic,2,3564
MiniMaxAgent,empty_heuristic,2,3176
MiniMaxAgent,empty_heuristic,2,764
MiniMaxAgent,empty_heuristic,2,924
MiniMaxAgent,empty_heuristic,2,4804
MiniMaxAgent,empty_heuristic,2,2268
MiniMaxAgent,empty_heuristic,2,1616
MiniMaxAgent,empty_heuristic,2,1492
MiniMaxAgent,empty_heuristic,2,2852
MiniMaxAgent,empty_heuristic,2,3388
MiniMaxAgent,empty_heuristic,2,2912
MiniMaxAgent,empty_heuristic,2,1912
MiniMaxAgent,empty_heuristic,2,5316
MiniMaxAgent,empty_heuristic,2,3468
MiniMaxAgent,empty_heuristic,2,2396
MiniMaxAgent,empty_heuristic,2,1940
MiniMaxAgent,empty_heuristic,2,2640
MiniMaxAgent,empty_heuristic,2,2848
MiniMaxAgent,empty_heuristic,2,1472
MiniMaxAgent,empty_heuristic,2,1376
MiniMaxAgent,empty_heuristic,2,3200
MiniMaxAgent,empty_heuristic,2,3476
MiniMaxAgent,empty_heuristic,2,3628
MiniMaxAgent,empty_heuristic,2,2784
MiniMaxAgent,empty_heuristic,2,3156
MiniMaxAgent,empty_heuristic,2,2872
MiniMaxAgent,empty_heuristic,2,1504
MiniMaxAgent,empty_heuristic,2,3588
MiniMaxAgent,empty_heuristic,2,2544
MiniMaxAgent,empty_heuristic,3,1164
MiniMaxAgent,empty_heuristic,3,3340
MiniMaxAgent,empty_heuristic,3,2152
MiniMaxAgent,empty_heuristic,3,2352
MiniMaxAgent,empty_heuristic,3,1460
MiniMaxAgent,empty_heuristic,3,3796
MiniMaxAgent,empty_heuristic,3,3096
MiniMaxAgent,empty_heuristic,3,4484
MiniMaxAgent,empty_heuristic,3,5416
MiniMaxAgent,empty_heuristic,3,3920
MiniMaxAgent,empty_heuristic,3,3140
MiniMaxAgent,empty_heuristic,3,3032
MiniMaxAgent,empty_heuristic,3,1456
MiniMaxAgent,empty_heuristic,3,1724
MiniMaxAgent,empty_heuristic,3,2876
MiniMaxAgent,empty_heuristic,3,2692
MiniMaxAgent,empty_heuristic,3,1312
MiniMaxAgent,empty_heuristic,3,3252
MiniMaxAgent,empty_heuristic,3,2352
MiniMaxAgent,empty_heuristic,3,1448
MiniMaxAgent,empty_heuristic,3,2380
MiniMaxAgent,empty_heuristic,3,3872
MiniMaxAgent,empty_heuristic,3,2680
MiniMaxAgent,empty_heuristic,3,1244
MiniMaxAgent,empty_heuristic,3,1524
MiniMaxAgent,empty_heuristic,3,1456
MiniMaxAgent,empty_heuristic,3,1140
MiniMaxAgent,empty_heuristic,3,2108
MiniMaxAgent,empty_heuristic,3,1628
MiniMaxAgent,empty_heuristic,3,3148
MiniMaxAgent,empty_heuristic,3,2788
MiniMaxAgent,empty_heuristic,3,1468
MiniMaxAgent,empty_heuristic,3,3040
MiniMaxAgent,empty_heuristic,3,3032
MiniMaxAgent,empty_heuristic,3,2672
MiniMaxAgent,empty_heuristic,3,3036
MiniMaxAgent,empty_heuristic,3,1496
MiniMaxAgent,empty_heuristic,3,2416
MiniMaxAgent,empty_heuristic,3,1424
MiniMaxAgent,empty_heuristic,3,1136
MiniMaxAgent,empty_heuristic,3,3056
MiniMaxAgent,empty_heuristic,3,724
MiniMaxAgent,empty_heuristic,3,1380
MiniMaxAgent,empty_heuristic,3,776
MiniMaxAgent,empty_heuristic,3,1440
MiniMaxAgent,empty_heuristic,3,1860
MiniMaxAgent,empty_heuristic,3,2864
MiniMaxAgent,empty_heuristic,3,2336
MiniMaxAgent,empty_heuristic,3,1604
MiniMaxAgent,empty_heuristic,3,3080
MiniMaxAgent,empty_heuristic,3,880
MiniMaxAgent,empty_heuristic,3,600
MiniMaxAgent,empty_heuristic,3,2888
MiniMaxAgent,empty_heuristic,3,3132
MiniMaxAgent,empty_heuristic,3,1456
MiniMaxAgent,empty_heuristic,3,1324
MiniMaxAgent,empty_heuristic,3,1500
MiniMaxAgent,empty_heuristic,3,1456
MiniMaxAgent,empty_heuristic,3,1692
MiniMaxAgent,empty_heuristic,3,872
MiniMaxAgent,empty_heuristic,3,900
MiniMaxAgent,empty_heuristic,3,2584
MiniMaxAgent,empty_heuristic,3,2104
MiniMaxAgent,empty_heuristic,3,1208
MiniMaxAgent,empty_heuristic,3,1684
MiniMaxAgent,empty_heuristic,3,3216
MiniMaxAgent,empty_heuristic,3,1056
MiniMaxAgent,empty_heuristic,3,2444
MiniMaxAgent,empty_heuristic,3,1456
MiniMaxAgent,empty_heuristic,3,776
MiniMaxAgent,empty_heuristic,3,1952
MiniMaxAgent,empty_heuristic,3,1396
MiniMaxAgent,empty_heuristic,3,1204
MiniMaxAgent,empty_heuristic,3,4892
MiniMaxAgent,empty_heuristic,3,1428
MiniMaxAgent,empty_heuristic,3,748
MiniMaxAgent,empty_heuristic,3,1612
MiniMaxAgent,empty_heuristic,3,1176
MiniMaxAgent,empty_heuristic,3,1176
MiniMaxAgent,empty_heuristic,3,1516
MiniMaxAgent,empty_heuristic,3,1924
MiniMaxAgent,empty_heuristic,3,1756
MiniMaxAgent,empty_heuristic,3,2388
MiniMaxAgent,empty_heuristic,3,724
MiniMaxAgent,empty_heuristic,3,2200
MiniMaxAgent,empty_heuristic,3,1740
MiniMaxAgent,empty_heuristic,3,548
MiniMaxAgent,empty_heuristic,3,2424
MiniMaxAgent,empty_heuristic,3,2996
MiniMaxAgent,empty_heuristic,3,1660
MiniMaxAgent,empty_heuristic,3,1676
MiniMaxAgent,empty_heuristic,3,1476
MiniMaxAgent,empty_heuristic,3,3152
MiniMaxAgent,empty_heuristic,3,1508
MiniMaxAgent,empty_heuristic,3,3420
MiniMaxAgent,empty_heuristic,3,2084
MiniMaxAgent,empty_heuristic,3,1460
MiniMaxAgent,empty_heuristic,3,2324
MiniMaxAgent,empty_heuristic,3,4092
MiniMaxAgent,empty_heuristic,3,2416
MiniMaxAgent,unique_heuristic,1,176
MiniMaxAgent,unique_heuristic,1,172
MiniMaxAgent,unique_heuristic,1,308
MiniMaxAgent,unique_heuristic,1,448
MiniMaxAgent,unique_heuristic,1,176
MiniMaxAgent,unique_heuristic,1,124
MiniMaxAgent,unique_heuristic,1,320
MiniMaxAgent,unique_heuristic,1,120
MiniMaxAgent,unique_heuristic,1,280
MiniMaxAgent,unique_heuristic,1,224
MiniMaxAgent,unique_heuristic,1,188
MiniMaxAgent,unique_heuristic,1,52
MiniMaxAgent,unique_heuristic,1,172
MiniMaxAgent,unique_heuristic,1,92
MiniMaxAgent,unique_heuristic,1,240
MiniMaxAgent,unique_heuristic,1,336
MiniMaxAgent,unique_heuristic,1,168
MiniMaxAgent,unique_heuristic,1,72
MiniMaxAgent,unique_heuristic,1,268
MiniMaxAgent,unique_heuristic,1,188
MiniMaxAgent,unique_heuristic,1,236
MiniMaxAgent,unique_heuristic,1,232
MiniMaxAgent,unique_heuristic,1,52
MiniMaxAgent,unique_heuristic,1,200
MiniMaxAgent,unique_heuristic,1,128
MiniMaxAgent,unique_heuristic,1,348
MiniMaxAgent,unique_heuristic,1,184
MiniMaxAgent,unique_heuristic,1,80
MiniMaxAgent,unique_heuristic,1,352
MiniMaxAgent,unique_heuristic,1,96
MiniMaxAgent,unique_heuristic,1,236
MiniMaxAgent,unique_heuristic,1,144
MiniMaxAgent,unique_heuristic,1,312
MiniMaxAgent,unique_heuristic,1,196
MiniMaxAgent,unique_heuristic,1,176
MiniMaxAgent,unique_heuristic,1,136
MiniMaxAgent,unique_heuristic,1,136
MiniMaxAgent,unique_heuristic,1,136
MiniMaxAgent,unique_heuristic,1,476
MiniMaxAgent,unique_heuristic,1,240
MiniMaxAgent,unique_heuristic,1,268
MiniMaxAgent,unique_heuristic,1,164
MiniMaxAgent,unique_heuristic,1,272
MiniMaxAgent,unique_heuristic,1,104
MiniMaxAgent,unique_heuristic,1,364
MiniMaxAgent,unique_heuristic,1,208
MiniMaxAgent,unique_heuristic,1,192
MiniMaxAgent,unique_heuristic,1,168
MiniMaxAgent,unique_heuristic,1,208
MiniMaxAgent,unique_heuristic,1,348
MiniMaxAgent,unique_heuristic,1,144
MiniMaxAgent,unique_heuristic,1,280
MiniMaxAgent,unique_heuristic,1,408
MiniMaxAgent,unique_heuristic,1,236
MiniMaxAgent,unique_heuristic,1,84
MiniMaxAgent,unique_heuristic,1,152
MiniMaxAgent,unique_heuristic,1,124
MiniMaxAgent,unique_heuristic,1,344
