agent,eval,depth,score
MiniMaxAgent,unique_heuristic,1,196
MiniMaxAgent,unique_heuristic,1,328
MiniMaxAgent,unique_heuristic,1,80
MiniMaxAgent,unique_heuristic,1,572
MiniMaxAgent,unique_heuristic,1,296
MiniMaxAgent,unique_heuristic,1,260
MiniMaxAgent,unique_heuristic,1,576
MiniMaxAgent,unique_heuristic,1,172
MiniMaxAgent,unique_heuristic,1,84
MiniMaxAgent,unique_heuristic,1,216
MiniMaxAgent,unique_heuristic,1,160
MiniMaxAgent,unique_heuristic,1,268
MiniMaxAgent,unique_heuristic,1,188
MiniMaxAgent,unique_heuristic,1,356
MiniMaxAgent,unique_heuristic,1,188
MiniMaxAgent,unique_heuristic,1,180
MiniMaxAgent,unique_heuristic,1,240
MiniMaxAgent,unique_heuristic,1,184
MiniMaxAgent,unique_heuristic,1,336
MiniMaxAgent,unique_heuristic,1,116
MiniMaxAgent,unique_heuristic,1,248
MiniMaxAgent,unique_heuristic,1,88
MiniMaxAgent,unique_heuristic,1,672
MiniMaxAgent,unique_heuristic,1,340
MiniMaxAgent,unique_heuristic,1,92
MiniMaxAgent,unique_heuristic,1,224
MiniMaxAgent,unique_heuristic,1,208
MiniMaxAgent,unique_heuristic,1,336
MiniMaxAgent,unique_heuristic,1,236
MiniMaxAgent,unique_heuristic,1,248
MiniMaxAgent,unique_heuristic,1,160
MiniMaxAgent,unique_heuristic,1,92
MiniMaxAgent,unique_heuristic,1,204
MiniMaxAgent,unique_heuristic,1,208
MiniMaxAgent,unique_heuristic,1,128
MiniMaxAgent,unique_heuristic,1,176
MiniMaxAgent,unique_heuristic,1,64
MiniMaxAgent,unique_heuristic,1,404
MiniMaxAgent,unique_heuristic,1,132
MiniMaxAgent,unique_heuristic,1,344
MiniMaxAgent,unique_heuristic,1,40
MiniMaxAgent,unique_heuristic,1,156
MiniMaxAgent,unique_heuristic,2,104
MiniMaxAgent,unique_heuristic,2,60
MiniMaxAgent,unique_heuristic,2,280
MiniMaxAgent,unique_heuristic,2,176
MiniMaxAgent,unique_heuristic,2,144
MiniMaxAgent,unique_heuristic,2,444
MiniMaxAgent,unique_heuristic,2,228
MiniMaxAgent,unique_heuristic,2,116
MiniMaxAgent,unique_heuristic,2,148
MiniMaxAgent,unique_heuristic,2,172
MiniMaxAgent,unique_heuristic,2,552
MiniMaxAgent,unique_heuristic,2,112
MiniMaxAgent,unique_heuristic,2,136
MiniMaxAgent,unique_heuristic,2,256
MiniMaxAgent,unique_heuristic,2,172
MiniMaxAgent,unique_heuristic,2,128
MiniMaxAgent,unique_heuristic,2,252
MiniMaxAgent,unique_heuristic,2,208
MiniMaxAgent,unique_heuristic,2,240
MiniMaxAgent,unique_heuristic,2,64
MiniMaxAgent,unique_heuristic,2,40
MiniMaxAgent,unique_heuristic,2,472
MiniMaxAgent,unique_heuristic,2,108
MiniMaxAgent,unique_heuristic,2,144
MiniMaxAgent,unique_heuristic,2,304
MiniMaxAgent,unique_heuristic,2,612
MiniMaxAgent,unique_heuristic,2,356
MiniMaxAgent,unique_heuristic,2,356
MiniMaxAgent,unique_heuristic,2,164
MiniMaxAgent,unique_heuristic,2,108
MiniMaxAgent,unique_heuristic,2,96
MiniMaxAgent,unique_heuristic,2,184
MiniMaxAgent,unique_heuristic,2,292
MiniMaxAgent,unique_heuristic,2,212
MiniMaxAgent,unique_heuristic,2,96
MiniMaxAgent,unique_heuristic,2,80
MiniMaxAgent,unique_heuristic,2,104
MiniMaxAgent,unique_heuristic,2,184
MiniMaxAgent,unique_heuristic,2,308
MiniMaxAgent,unique_heuristic,2,180
MiniMaxAgent,unique_heuristic,2,108
MiniMaxAgent,unique_heuristic,2,208
MiniMaxAgent,unique_heuristic,2,128
MiniMaxAgent,unique_heuristic,2,260
MiniMaxAgent,unique_heuristic,2,364
MiniMaxAgent,unique_heuristic,2,80
MiniMaxAgent,unique_heuristic,2,172
MiniMaxAgent,unique_heuristic,2,128
MiniMaxAgent,unique_heuristic,2,148
MiniMaxAgent,unique_heuristic,2,176
MiniMaxAgent,unique_heuristic,2,72
MiniMaxAgent,unique_heuristic,2,104
MiniMaxAgent,unique_heuristic,2,424
MiniMaxAgent,unique_heuristic,2,80
MiniMaxAgent,unique_heuristic,2,84
MiniMaxAgent,unique_heuristic,2,36
MiniMaxAgent,unique_heuristic,2,112
MiniMaxAgent,unique_heuristic,2,312
MiniMaxAgent,unique_heuristic,2,260
MiniMaxAgent,unique_heuristic,2,96
MiniMaxAgent,unique_heuristic,2,268
MiniMaxAgent,unique_heuristic,2,48
MiniMaxAgent,unique_heuristic,2,140
MiniMaxAgent,unique_heuristic,2,172
MiniMaxAgent,unique_heuristic,2,172
MiniMaxAgent,unique_heuristic,2,280
MiniMaxAgent,unique_heuristic,2,84
MiniMaxAgent,unique_heuristic,2,588
MiniMaxAgent,unique_heuristic,2,112
MiniMaxAgent,unique_heuristic,2,100
MiniMaxAgent,unique_heuristic,2,280
MiniMaxAgent,unique_heuristic,2,264
MiniMaxAgent,unique_heuristic,2,192
MiniMaxAgent,unique_heuristic,2,192
MiniMaxAgent,unique_heuristic,2,272
MiniMaxAgent,unique_heuristic,2,216
MiniMaxAgent,unique_heuristic,2,192
MiniMaxAgent,unique_heuristic,2,212
MiniMaxAgent,unique_heuristic,2,428
MiniMaxAgent,unique_heuristic,2,264
MiniMaxAgent,unique_heuristic,2,88
MiniMaxAgent,unique_heuristic,2,272
MiniMaxAgent,unique_heuristic,2,236
MiniMaxAgent,unique_heuristic,2,168
MiniMaxAgent,unique_heuristic,2,188
MiniMaxAgent,unique_heuristic,2,280
MiniMaxAgent,unique_heuristic,2,192
MiniMaxAgent,unique_heuristic,2,264
MiniMaxAgent,unique_heuristic,2,160
MiniMaxAgent,unique_heuristic,2,296
MiniMaxAgent,unique_heuristic,2,144
MiniMaxAgent,unique_heuristic,2,412
MiniMaxAgent,unique_heuristic,2,68
MiniMaxAgent,unique_heuristic,2,84
MiniMaxAgent,unique_heuristic,2,56
MiniMaxAgent,unique_heuristic,2,276
MiniMaxAgent,unique_heuristic,2,108
MiniMaxAgent,unique_heuristic,2,184
MiniMaxAgent,unique_heuristic,2,252
MiniMaxAgent,unique_heuristic,2,108
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,92
MiniMaxAgent,unique_heuristic,3,268
MiniMaxAgent,unique_heuristic,3,56
MiniMaxAgent,unique_heuristic,3,280
MiniMaxAgent,unique_heuristic,3,440
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,300
MiniMaxAgent,unique_heuristic,3,80
MiniMaxAgent,unique_heuristic,3,208
MiniMaxAgent,unique_heuristic,3,112
MiniMaxAgent,unique_heuristic,3,116
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,204
MiniMaxAgent,unique_heuristic,3,196
MiniMaxAgent,unique_heuristic,3,232
MiniMaxAgent,unique_heuristic,3,468
MiniMaxAgent,unique_heuristic,3,292
MiniMaxAgent,unique_heuristic,3,132
MiniMaxAgent,unique_heuristic,3,240
MiniMaxAgent,unique_heuristic,3,112
MiniMaxAgent,unique_heuristic,3,112
MiniMaxAgent,unique_heuristic,3,92
MiniMaxAgent,unique_heuristic,3,256
MiniMaxAgent,unique_heuristic,3,184
MiniMaxAgent,unique_heuristic,3,184
MiniMaxAgent,unique_heuristic,3,340
MiniMaxAgent,unique_heuristic,3,228
MiniMaxAgent,unique_heuristic,3,272
MiniMaxAgent,unique_heuristic,3,268
MiniMaxAgent,unique_heuristic,3,192
MiniMaxAgent,unique_heuristic,3,192
MiniMaxAgent,unique_heuristic,3,280
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,584
MiniMaxAgent,unique_heuristic,3,184
MiniMaxAgent,unique_heuristic,3,344
MiniMaxAgent,unique_heuristic,3,412
MiniMaxAgent,unique_heuristic,3,212
MiniMaxAgent,unique_heuristic,3,332
MiniMaxAgent,unique_heuristic,3,76
MiniMaxAgent,unique_heuristic,3,296
MiniMaxAgent,unique_heuristic,3,288
MiniMaxAgent,unique_heuristic,3,168
MiniMaxAgent,unique_heuristic,3,236
MiniMaxAgent,unique_heuristic,3,268
MiniMaxAgent,unique_heuristic,3,88
MiniMaxAgent,unique_heuristic,3,428
MiniMaxAgent,unique_heuristic,3,256
MiniMaxAgent,unique_heuristic,3,208
MiniMaxAgent,unique_heuristic,3,124
MiniMaxAgent,unique_heuristic,3,148
MiniMaxAgent,unique_heuristic,3,228
MiniMaxAgent,unique_heuristic,3,240
MiniMaxAgent,unique_heuristic,3,240
MiniMaxAgent,unique_heuristic,3,100
MiniMaxAgent,unique_heuristic,3,612
MiniMaxAgent,unique_heuristic,3,180
MiniMaxAgent,unique_heuristic,3,264
MiniMaxAgent,unique_heuristic,3,276
MiniMaxAgent,unique_heuristic,3,136
MiniMaxAgent,unique_heuristic,3,356
MiniMaxAgent,unique_heuristic,3,168
MiniMaxAgent,unique_heuristic,3,132
MiniMaxAgent,unique_heuristic,3,284
MiniMaxAgent,unique_heuristic,3,236
MiniMaxAgent,unique_heuristic,3,372
MiniMaxAgent,unique_heuristic,3,116
MiniMaxAgent,unique_heuristic,3,184
MiniMaxAgent,unique_heuristic,3,384
MiniMaxAgent,unique_heuristic,3,128
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,132
MiniMaxAgent,unique_heuristic,3,252
MiniMaxAgent,unique_heuristic,3,232
MiniMaxAgent,unique_heuristic,3,296
MiniMaxAgent,unique_heuristic,3,208
MiniMaxAgent,unique_heuristic,3,340
MiniMaxAgent,unique_heuristic,3,392
MiniMaxAgent,unique_heuristic,3,176
MiniMaxAgent,unique_heuristic,3,324
MiniMaxAgent,unique_heuristic,3,140
MiniMaxAgent,unique_heuristic,3,216
MiniMaxAgent,unique_heuristic,3,112
MiniMaxAgent,unique_heuristic,3,236
MiniMaxAgent,unique_heuristic,3,408
MiniMaxAgent,unique_heuristic,3,124
MiniMaxAgent,unique_heuristic,3,368
MiniMaxAgent,unique_heuristic,3,120
MiniMaxAgent,unique_heuristic,3,152
MiniMaxAgent,unique_heuristic,3,224
MiniMaxAgent,unique_heuristic,3,616
MiniMaxAgent,unique_heuristic,3,116
MiniMaxAgent,unique_heuristic,3,464
MiniMaxAgent,unique_heuristic,3,64
MiniMaxAgent,unique_heuristic,3,296
MiniMaxAgent,unique_heuristic,3,268
MiniMaxAgent,unique_heuristic,3,212
MiniMaxAgent,unique_heuristic,3,204
MiniMaxAgent,unique_heuristic,3,276
MiniMaxAgent,monotonicity_heuristic,1,260
MiniMaxAgent,monotonicity_heuristic,1,152
MiniMaxAgent,monotonicity_heuristic,1,312
MiniMaxAgent,monotonicity_heuristic,1,296
MiniMaxAgent,monotonicity_heuristic,1,684
MiniMaxAgent,monotonicity_heuristic,1,300
MiniMaxAgent,monotonicity_heuristic,1,456
MiniMaxAgent,monotonicity_heuristic,1,576
MiniMaxAgent,monotonicity_heuristic,1,308
MiniMaxAgent,monotonicity_heuristic,1,264
MiniMaxAgent,monotonicity_heuristic,1,384
MiniMaxAgent,monotonicity_heuristic,1,360
MiniMaxAgent,monotonicity_heuristic,1,392
MiniMaxAgent,monotonicity_heuristic,1,320
MiniMaxAgent,monotonicity_heuristic,1,184
MiniMaxAgent,monotonicity_heuristic,1,144
MiniMaxAgent,monotonicity_heuristic,1,344
MiniMaxAgent,monotonicity_heuristic,1,260
MiniMaxAgent,monotonicity_heuristic,1,260
MiniMaxAgent,monotonicity_heuristic,1,284
MiniMaxAgent,monotonicity_heuristic,1,256
MiniMaxAgent,monotonicity_heuristic,1,336
MiniMaxAgent,monotonicity_heuristic,1,280
MiniMaxAgent,monotonicity_heuristic,1,420
MiniMaxAgent,monotonicity_heuristic,1,276
MiniMaxAgent,monotonicity_heuristic,1,112
MiniMaxAgent,monotonicity_heuristic,1,548
MiniMaxAgent,monotonicity_heuristic,1,184
MiniMaxAgent,monotonicity_heuristic,1,260
MiniMaxAgent,monotonicity_heuristic,1,560
MiniMaxAgent,monotonicity_heuristic,1,304
MiniMaxAgent,monotonicity_heuristic,1,260
MiniMaxAgent,monotonicity_heuristic,1,384
MiniMaxAgent,monotonicity_heuristic,1,408
MiniMaxAgent,monotonicity_heuristic,1,492
MiniMaxAgent,monotonicity_heuristic,1,340
MiniMaxAgent,monotonicity_heuristic,1,252
MiniMaxAgent,monotonicity_heuristic,1,288
MiniMaxAgent,monotonicity_heuristic,1,460
MiniMaxAgent,monotonicity_heuristic,1,804
MiniMaxAgent,monotonicity_heuristic,1,1024
MiniMaxAgent,monotonicity_heuristic,1,192
MiniMaxAgent,monotonicity_heuristic,1,196
MiniMaxAgent,monotonicity_heuristic,1,296
MiniMaxAgent,monotonicity_heuristic,1,372
MiniMaxAgent,monotonicity_heuristic,1,728
MiniMaxAgent,monotonicity_heuristic,1,212
MiniMaxAgent,monotonicity_heuristic,1,272
MiniMaxAgent,monotonicity_heuristic,1,576
MiniMaxAgent,monotonicity_heuristic,1,168
MiniMaxAgent,monotonicity_heuristic,1,408
MiniMaxAgent,monotonicity_heuristic,1,164
MiniMaxAgent,monotonicity_heuristic,1,368
MiniMaxAgent,monotonicity_heuristic,1,356
MiniMaxAgent,monotonicity_heuristic,1,340
MiniMaxAgent,monotonicity_heuristic,1,340
MiniMaxAgent,monotonicity_heuristic,1,1036
MiniMaxAgent,monotonicity_heuristic,1,396
MiniMaxAgent,monotonicity_heuristic,1,556
MiniMaxAgent,monotonicity_heuristic,1,440
MiniMaxAgent,monotonicity_heuristic,1,308
MiniMaxAgent,monotonicity_heuristic,1,316
MiniMaxAgent,monotonicity_heuristic,1,220
MiniMaxAgent,monotonicity_heuristic,1,372
MiniMaxAgent,monotonicity_heuristic,1,208
MiniMaxAgent,monotonicity_heuristic,1,100
MiniMaxAgent,monotonicity_heuristic,1,244
MiniMaxAgent,monotonicity_heuristic,1,316
MiniMaxAgent,monotonicity_heuristic,1,480
MiniMaxAgent,monotonicity_heuristic,1,376
MiniMaxAgent,monotonicity_heuristic,1,272
MiniMaxAgent,monotonicity_heuristic,1,320
MiniMaxAgent,monotonicity_heuristic,1,444
MiniMaxAgent,monotonicity_heuristic,1,300
MiniMaxAgent,monotonicity_heuristic,1,304
MiniMaxAgent,monotonicity_heuristic,1,528
MiniMaxAgent,monotonicity_heuristic,1,292
MiniMaxAgent,monotonicity_heuristic,1,572
MiniMaxAgent,monotonicity_heuristic,1,396
MiniMaxAgent,monotonicity_heuristic,1,288
MiniMaxAgent,monotonicity_heuristic,1,364
MiniMaxAgent,monotonicity_heuristic,1,632
MiniMaxAgent,monotonicity_heuristic,1,352
MiniMaxAgent,monotonicity_heuristic,1,740
MiniMaxAgent,monotonicity_heuristic,1,276
MiniMaxAgent,monotonicity_heuristic,1,280
MiniMaxAgent,monotonicity_heuristic,1,348
MiniMaxAgent,monotonicity_heuristic,1,296
MiniMaxAgent,monotonicity_heuristic,1,340
MiniMaxAgent,monotonicity_heuristic,1,584
MiniMaxAgent,monotonicity_heuristic,1,352
MiniMaxAgent,monotonicity_heuristic,1,604
MiniMaxAgent,monotonicity_heuristic,1,340
MiniMaxAgent,monotonicity_heuristic,1,124
MiniMaxAgent,monotonicity_heuristic,1,280
MiniMaxAgent,monotonicity_heuristic,1,120
MiniMaxAgent,monotonicity_heuristic,1,476
MiniMaxAgent,monotonicity_heuristic,1,264
MiniMaxAgent,monotonicity_heuristic,1,192
MiniMaxAgent,monotonicity_heuristic,1,432
MiniMaxAgent,monotonicity_heuristic,2,444
MiniMaxAgent,monotonicity_heuristic,2,328
MiniMaxAgent,monotonicity_heuristic,2,328
MiniMaxAgent,monotonicity_heuristic,2,1076
MiniMaxAgent,monotonicity_heuristic,2,460
MiniMaxAgent,monotonicity_heuristic,2,404
MiniMaxAgent,monotonicity_heuristic,2,304
MiniMaxAgent,monotonicity_heuristic,2,884
MiniMaxAgent,monotonicity_heuristic,2,656
MiniMaxAgent,monotonicity_heuristic,2,512
MiniMaxAgent,monotonicity_heuristic,2,520
MiniMaxAgent,monotonicity_heuristic,2,888
MiniMaxAgent,monotonicity_heuristic,2,268
MiniMaxAgent,monotonicity_heuristic,2,284
MiniMaxAgent,monotonicity_heuristic,2,572
MiniMaxAgent,monotonicity_heuristic,2,464
MiniMaxAgent,monotonicity_heuristic,2,468
MiniMaxAgent,monotonicity_heuristic,2,576
MiniMaxAgent,monotonicity_heuristic,2,284
MiniMaxAgent,monotonicity_heuristic,2,412
MiniMaxAgent,monotonicity_heuristic,2,288
MiniMaxAgent,monotonicity_heuristic,2,328
MiniMaxAgent,monotonicity_heuristic,2,204
MiniMaxAgent,monotonicity_heuristic,2,728
MiniMaxAgent,monotonicity_heuristic,2,328
MiniMaxAgent,monotonicity_heuristic,2,808
MiniMaxAgent,monotonicity_heuristic,2,148
MiniMaxAgent,monotonicity_heuristic,2,220
MiniMaxAgent,monotonicity_heuristic,2,920
MiniMaxAgent,monotonicity_heuristic,2,656
MiniMaxAgent,monotonicity_heuristic,2,560
MiniMaxAgent,monotonicity_heuristic,2,468
MiniMaxAgent,monotonicity_heuristic,2,584
MiniMaxAgent,monotonicity_heuristic,2,600
MiniMaxAgent,monotonicity_heuristic,2,628
MiniMaxAgent,monotonicity_heuristic,2,688
MiniMaxAgent,monotonicity_heuristic,2,380
MiniMaxAgent,monotonicity_heuristic,2,380
MiniMaxAgent,monotonicity_heuristic,2,512
MiniMaxAgent,monotonicity_heuristic,2,676
MiniMaxAgent,monotonicity_heuristic,2,552
MiniMaxAgent,monotonicity_heuristic,2,584
MiniMaxAgent,monotonicity_heuristic,2,384
MiniMaxAgent,monotonicity_heuristic,2,720
MiniMaxAgent,monotonicity_heuristic,2,528
MiniMaxAgent,monotonicity_heuristic,2,256
MiniMaxAgent,monotonicity_heuristic,2,448
MiniMaxAgent,monotonicity_heuristic,2,396
MiniMaxAgent,monotonicity_heuristic,2,712
MiniMaxAgent,monotonicity_heuristic,2,144
MiniMaxAgent,monotonicity_heuristic,2,1168
MiniMaxAgent,monotonicity_heuristic,2,1276
MiniMaxAgent,monotonicity_heuristic,2,288
MiniMaxAgent,monotonicity_heuristic,2,384
MiniMaxAgent,monotonicity_heuristic,2,512
MiniMaxAgent,monotonicity_heuristic,2,336
MiniMaxAgent,monotonicity_heuristic,2,492
MiniMaxAgent,monotonicity_heuristic,2,640
MiniMaxAgent,monotonicity_heuristic,2,816
MiniMaxAgent,monotonicity_heuristic,2,500
MiniMaxAgent,monotonicity_heuristic,2,604
MiniMaxAgent,monotonicity_heuristic,2,968
MiniMaxAgent,monotonicity_heuristic,2,440
MiniMaxAgent,monotonicity_heuristic,2,324
MiniMaxAgent,monotonicity_heuristic,2,680
MiniMaxAgent,monotonicity_heuristic,2,716
MiniMaxAgent,monotonicity_heuristic,2,608
MiniMaxAgent,monotonicity_heuristic,2,672
MiniMaxAgent,monotonicity_heuristic,2,632
MiniMaxAgent,monotonicity_heuristic,2,312
MiniMaxAgent,monotonicity_heuristic,2,572
MiniMaxAgent,monotonicity_heuristic,2,544
MiniMaxAgent,monotonicity_heuristic,2,564
MiniMaxAgent,monotonicity_heuristic,2,704
MiniMaxAgent,monotonicity_heuristic,2,456
MiniMaxAgent,monotonicity_heuristic,2,276
MiniMaxAgent,monotonicity_heuristic,2,308
MiniMaxAgent,monotonicity_heuristic,2,816
MiniMaxAgent,monotonicity_heuristic,2,776
MiniMaxAgent,monotonicity_heuristic,2,520
MiniMaxAgent,monotonicity_heuristic,2,228
MiniMaxAgent,monotonicity_heuristic,2,476
MiniMaxAgent,monotonicity_heuristic,2,328
MiniMaxAgent,monotonicity_heuristic,2,620
MiniMaxAgent,monotonicity_heuristic,2,560
MiniMaxAgent,monotonicity_heuristic,2,292
MiniMaxAgent,monotonicity_heuristic,2,1064
MiniMaxAgent,monotonicity_heuristic,2,880
MiniMaxAgent,monotonicity_heuristic,2,544
MiniMaxAgent,monotonicity_heuristic,2,536
MiniMaxAgent,monotonicity_heuristic,2,852
MiniMaxAgent,monotonicity_heuristic,2,628
MiniMaxAgent,monotonicity_heuristic,2,700
MiniMaxAgent,monotonicity_heuristic,2,524
MiniMaxAgent,monotonicity_heuristic,2,504
MiniMaxAgent,monotonicity_heuristic,2,936
MiniMaxAgent,monotonicity_heuristic,2,736
MiniMaxAgent,monotonicity_heuristic,2,572
MiniMaxAgent,monotonicity_heuristic,2,500
MiniMaxAgent,monotonicity_heuristic,2,868
MiniMaxAgent,monotonicity_heuristic,3,320
MiniMaxAgent,monotonicity_heuristic,3,228
MiniMaxAgent,monotonicity_heuristic,3,384
MiniMaxAgent,monotonicity_heuristic,3,256
MiniMaxAgent,monotonicity_heuristic,3,452
MiniMaxAgent,monotonicity_heuristic,3,1388
MiniMaxAgent,monotonicity_heuristic,3,452
MiniMaxAgent,monotonicity_heuristic,3,360
MiniMaxAgent,monotonicity_heuristic,3,812
MiniMaxAgent,monotonicity_heuristic,3,516
MiniMaxAgent,monotonicity_heuristic,3,676
MiniMaxAgent,monotonicity_heuristic,3,292
MiniMaxAgent,monotonicity_heuristic,3,792
MiniMaxAgent,monotonicity_heuristic,3,516
MiniMaxAgent,monotonicity_heuristic,3,392
MiniMaxAgent,monotonicity_heuristic,3,468
MiniMaxAgent,monotonicity_heuristic,3,680
MiniMaxAgent,monotonicity_heuristic,3,552
MiniMaxAgent,monotonicity_heuristic,3,1040
MiniMaxAgent,monotonicity_heuristic,3,548
MiniMaxAgent,monotonicity_heuristic,3,208
MiniMaxAgent,monotonicity_heuristic,3,276
MiniMaxAgent,monotonicity_heuristic,3,308
MiniMaxAgent,monotonicity_heuristic,3,764
MiniMaxAgent,monotonicity_heuristic,3,648
MiniMaxAgent,monotonicity_heuristic,3,408
MiniMaxAgent,monotonicity_heuristic,3,156
MiniMaxAgent,monotonicity_heuristic,3,244
MiniMaxAgent,monotonicity_heuristic,3,464
MiniMaxAgent,monotonicity_heuristic,3,296
MiniMaxAgent,monotonicity_heuristic,3,700
MiniMaxAgent,monotonicity_heuristic,3,720
MiniMaxAgent,monotonicity_heuristic,3,588
MiniMaxAgent,monotonicity_heuristic,3,236
MiniMaxAgent,monotonicity_heuristic,3,332
MiniMaxAgent,monotonicity_heuristic,3,436
MiniMaxAgent,monotonicity_heuristic,3,596
MiniMaxAgent,monotonicity_heuristic,3,308
MiniMaxAgent,monotonicity_heuristic,3,500
MiniMaxAgent,monotonicity_heuristic,3,420
MiniMaxAgent,monotonicity_heuristic,3,328
MiniMaxAgent,monotonicity_heuristic,3,484
MiniMaxAgent,monotonicity_heuristic,3,720
MiniMaxAgent,monotonicity_heuristic,3,312
MiniMaxAgent,monotonicity_heuristic,3,280
MiniMaxAgent,monotonicity_heuristic,3,560
MiniMaxAgent,monotonicity_heuristic,3,624
MiniMaxAgent,monotonicity_heuristic,3,1060
MiniMaxAgent,monotonicity_heuristic,3,644
MiniMaxAgent,monotonicity_heuristic,3,728
MiniMaxAgent,monotonicity_heuristic,3,148
MiniMaxAgent,monotonicity_heuristic,3,584
MiniMaxAgent,monotonicity_heuristic,3,1016
MiniMaxAgent,monotonicity_heuristic,3,400
MiniMaxAgent,monotonicity_heuristic,3,748
MiniMaxAgent,monotonicity_heuristic,3,488
MiniMaxAgent,monotonicity_heuristic,3,556
MiniMaxAgent,monotonicity_heuristic,3,504
MiniMaxAgent,monotonicity_heuristic,3,300
MiniMaxAgent,monotonicity_heuristic,3,420
MiniMaxAgent,monotonicity_heuristic,3,708
MiniMaxAgent,monotonicity_heuristic,3,1068
MiniMaxAgent,monotonicity_heuristic,3,240
MiniMaxAgent,monotonicity_heuristic,3,360
MiniMaxAgent,monotonicity_heuristic,3,492
MiniMaxAgent,monotonicity_heuristic,3,352
MiniMaxAgent,monotonicity_heuristic,3,500
MiniMaxAgent,monotonicity_heuristic,3,544
MiniMaxAgent,monotonicity_heuristic,3,432
MiniMaxAgent,monotonicity_heuristic,3,576
MiniMaxAgent,monotonicity_heuristic,3,392
MiniMaxAgent,monotonicity_heuristic,3,348
MiniMaxAgent,monotonicity_heuristic,3,288
MiniMaxAgent,monotonicity_heuristic,3,696
MiniMaxAgent,monotonicity_heuristic,3,328
MiniMaxAgent,monotonicity_heuristic,3,560
MiniMaxAgent,monotonicity_heuristic,3,472
MiniMaxAgent,monotonicity_heuristic,3,532
MiniMaxAgent,monotonicity_heuristic,3,364
MiniMaxAgent,monotonicity_heuristic,3,724
MiniMaxAgent,monotonicity_heuristic,3,1056
MiniMaxAgent,monotonicity_heuristic,3,604
MiniMaxAgent,monotonicity_heuristic,3,468
MiniMaxAgent,monotonicity_heuristic,3,620
MiniMaxAgent,monotonicity_heuristic,3,552
MiniMaxAgent,monotonicity_heuristic,3,280
MiniMaxAgent,monotonicity_heuristic,3,1048
MiniMaxAgent,monotonicity_heuristic,3,404
MiniMaxAgent,monotonicity_heuristic,3,860
MiniMaxAgent,monotonicity_heuristic,3,564
MiniMaxAgent,monotonicity_heuristic,3,944
MiniMaxAgent,monotonicity_heuristic,3,344
MiniMaxAgent,monotonicity_heuristic,3,240
MiniMaxAgent,monotonicity_heuristic,3,652
MiniMaxAgent,monotonicity_heuristic,3,800
MiniMaxAgent,monotonicity_heuristic,3,332
MiniMaxAgent,monotonicity_heuristic,3,352
MiniMaxAgent,monotonicity_heuristic,3,472
MiniMaxAgent,monotonicity_heuristic,3,504
MiniMaxAgent,monotonicity_heuristic,3,480
MiniMaxAgent,smoothness_heuristic,1,1340
MiniMaxAgent,smoothness_heuristic,1,1460
MiniMaxAgent,smoothness_heuristic,1,3028
MiniMaxAgent,smoothness_heuristic,1,2792
MiniMaxAgent,smoothness_heuristic,1,1200
MiniMaxAgent,smoothness_heuristic,1,3224
MiniMaxAgent,smoothness_heuristic,1,2588
MiniMaxAgent,smoothness_heuristic,1,1020
MiniMaxAgent,smoothness_heuristic,1,2704
MiniMaxAgent,smoothness_heuristic,1,1524
MiniMaxAgent,smoothness_heuristic,1,1428
MiniMaxAgent,smoothness_heuristic,1,2652
MiniMaxAgent,smoothness_heuristic,1,1580
MiniMaxAgent,smoothness_heuristic,1,2344
MiniMaxAgent,smoothness_heuristic,1,3080
MiniMaxAgent,smoothness_heuristic,1,1436
MiniMaxAgent,smoothness_heuristic,1,1564
MiniMaxAgent,smoothness_heuristic,1,1596
MiniMaxAgent,smoothness_heuristic,1,2380
MiniMaxAgent,smoothness_heuristic,1,1496
MiniMaxAgent,smoothness_heuristic,1,2624
MiniMaxAgent,smoothness_heuristic,1,1368
MiniMaxAgent,smoothness_heuristic,1,2396
MiniMaxAgent,smoothness_heuristic,1,1536
MiniMaxAgent,smoothness_heuristic,1,2492
MiniMaxAgent,smoothness_heuristic,1,2420
MiniMaxAgent,smoothness_heuristic,1,1448
MiniMaxAgent,smoothness_heuristic,1,3068
MiniMaxAgent,smoothness_heuristic,1,1976
MiniMaxAgent,smoothness_heuristic,1,1400
MiniMaxAgent,smoothness_heuristic,1,5004
MiniMaxAgent,smoothness_heuristic,1,3088
MiniMaxAgent,smoothness_heuristic,1,1312
MiniMaxAgent,smoothness_heuristic,1,3084
MiniMaxAgent,smoothness_heuristic,1,1392
MiniMaxAgent,smoothness_heuristic,1,2480
MiniMaxAgent,smoothness_heuristic,1,1548
MiniMaxAgent,smoothness_heuristic,1,3188
MiniMaxAgent,smoothness_heuristic,1,748
MiniMaxAgent,smoothness_heuristic,1,1408
MiniMaxAgent,smoothness_heuristic,1,724
MiniMaxAgent,smoothness_heuristic,1,2464
MiniMaxAgent,smoothness_heuristic,1,4088
MiniMaxAgent,smoothness_heuristic,1,1416
MiniMaxAgent,smoothness_heuristic,1,1728
MiniMaxAgent,smoothness_heuristic,1,1760
